anio,trimestre,provincia,region,bandaAnchaFija,dialUp,total_ba_du,accesx100hab,accesx100hog,adsl,cableModem,fibraOptica,wireless,otras_tecno,total_tec,velocidadMediaDesc,de0a9Mbps,de10a20Mbps,de21a49Mbps,de50a99Mbps,de100a199Mbps,de200a499Mbps,de500a10000Mbps,otros
2014,3,Santa Fe,Centro,520196,691,520887,15.44,49.2,325577.0,183630.0,4407.0,6540.0,733.0,520887.0,3.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,3,Santiago Del Estero,Norte Grande Argentino,37539,9,37548,4.082,16.5,32820.0,3900.0,19.0,768.0,41.0,37548.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,3,Tierra Del Fuego - Antártida E Islas Del Atlántico Sur,Patagonia,28037,755,28792,19.34,65.7,21840.0,3469.0,650.0,1.0,2832.0,28792.0,3.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,3,Tucumán,Norte Grande Argentino,131978,88,132066,8.38,33.94,131739.0,97.0,117.0,13.0,100.0,132066.0,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2,Buenos Aires,Provincia de Buenos Aires,2750430,14116,2764546,16.8,55.06,1568881.0,1025490.0,120008.0,17020.0,33147.0,2764546.0,3.852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2,Ciudad De Buenos Aires,Provincia de Buenos Aires,1299502,10713,1310215,42.97,113.1,447637.0,828411.0,17729.0,1883.0,14555.0,1310215.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2,Catamarca,Norte Grande Argentino,24660,23,24683,6.285,24.7,24380.0,243.0,17.0,0.0,43.0,24683.0,2.915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2,Chaco,Norte Grande Argentino,63243,36,63279,5.6,20.95,53321.0,9870.0,30.0,0.0,58.0,63279.0,3.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2,Chubut,Patagonia,68503,2016,70519,12.695,41.4,51070.0,649.0,866.0,10960.0,6974.0,70519.0,3.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2,Córdoba,Centro,576747,205,576952,16.36,53.44,337825.0,234729.0,351.0,3673.0,374.0,576952.0,3.557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2,Corrientes,Norte Grande Argentino,62925,33,62958,5.945,22.58,52883.0,8680.0,31.0,1309.0,55.0,62958.0,3.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2,Entre Ríos,Centro,135468,115,135583,10.375,34.7,108900.0,21706.0,49.0,4795.0,133.0,135583.0,3.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2,Formosa,Norte Grande Argentino,25535,65,25600,4.465,17.55,20894.0,4628.0,0.0,0.0,78.0,25600.0,2.652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2,Jujuy,Norte Grande Argentino,34359,2,34361,4.785,18.7,30128.0,4161.0,23.0,40.0,9.0,34361.0,2.769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2,La Pampa,Patagonia,55048,580,55628,16.38,49.72,15957.0,32600.0,513.0,5869.0,689.0,55628.0,2.685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2,La Rioja,Norte Grande Argentino,15889,23,15912,4.395,16.5,15864.0,0.0,14.0,0.0,34.0,15912.0,3.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2,Mendoza,Nuevo Cuyo,165046,1761,166807,8.96,32.1,148979.0,13030.0,2480.0,36.0,2282.0,166807.0,3.503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2,Misiones,Norte Grande Argentino,74689,0,74689,6.367,23.38,56933.0,17594.0,4.0,150.0,8.0,74689.0,3.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2,Neuquén,Patagonia,90053,2235,92288,15.14,50.84,47767.0,29776.0,997.0,10765.0,2983.0,92288.0,3.665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2,Río Negro,Patagonia,94812,1145,95957,13.945,45.34,64920.0,24944.0,876.0,3657.0,1560.0,95957.0,3.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2,Salta,Norte Grande Argentino,91949,25,91974,7.004,28.92,73841.0,17504.0,45.0,7.0,577.0,91974.0,3.391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2,San Juan,Nuevo Cuyo,50891,755,51646,7.08,27.78,48161.0,451.0,722.0,1139.0,1173.0,51646.0,3.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2,San Luis,Nuevo Cuyo,12691,364,13055,2.781,9.72,11306.0,925.0,354.0,22.0,448.0,13055.0,3.504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2,Santa Cruz,Patagonia,26710,459,27169,8.74,29.38,18956.0,448.0,381.0,4118.0,3266.0,27169.0,3.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2,Santa Fe,Centro,511753,605,512358,15.22,48.38,324101.0,178495.0,3085.0,6041.0,636.0,512358.0,3.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2,Santiago Del Estero,Norte Grande Argentino,38002,9,38011,4.145,16.7,32820.0,4231.0,19.0,907.0,34.0,38011.0,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2,Tierra Del Fuego - Antártida E Islas Del Atlántico Sur,Patagonia,27443,766,28209,19.1,64.4,21618.0,3008.0,648.0,1.0,2934.0,28209.0,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2,Tucumán,Norte Grande Argentino,131981,88,132069,8.41,33.94,131740.0,97.0,121.0,13.0,98.0,132069.0,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1,Buenos Aires,Provincia de Buenos Aires,2725732,14144,2739876,16.69,54.56,1567685.0,1000879.0,120960.0,16528.0,33824.0,2739876.0,3.733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1,Ciudad De Buenos Aires,Provincia de Buenos Aires,1289204,10714,1299918,42.66,112.25,445569.0,820161.0,17767.0,1866.0,14555.0,1299918.0,4.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1,Catamarca,Norte Grande Argentino,24209,23,24232,6.184,24.25,24126.0,46.0,17.0,0.0,43.0,24232.0,2.803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1,Chaco,Norte Grande Argentino,62520,36,62556,5.555,20.72,52971.0,9497.0,30.0,0.0,58.0,62556.0,3.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1,Chubut,Patagonia,68205,2016,70221,12.7,41.25,51066.0,539.0,866.0,10776.0,6974.0,70221.0,3.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1,Córdoba,Centro,566705,205,566910,16.12,52.53,336841.0,225769.0,347.0,3585.0,368.0,566910.0,3.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1,Corrientes,Norte Grande Argentino,62203,33,62236,5.89,22.31,52565.0,8279.0,31.0,1306.0,55.0,62236.0,3.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1,Entre Ríos,Centro,134216,115,134331,10.305,34.38,107883.0,21379.0,49.0,4887.0,133.0,134331.0,3.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1,Formosa,Norte Grande Argentino,25335,87,25422,4.445,17.42,20774.0,4548.0,0.0,0.0,100.0,25422.0,2.574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1,Jujuy,Norte Grande Argentino,33825,2,33827,4.723,18.42,29765.0,4030.0,23.0,0.0,9.0,33827.0,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1,La Pampa,Patagonia,53601,592,54193,15.99,48.44,15826.0,31305.0,513.0,5848.0,701.0,54193.0,2.647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1,La Rioja,Norte Grande Argentino,15688,23,15711,4.35,16.3,15663.0,0.0,14.0,0.0,34.0,15711.0,2.965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1,Mendoza,Nuevo Cuyo,164084,1761,165845,8.93,31.9,148970.0,12076.0,2480.0,37.0,2282.0,165845.0,3.503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1,Misiones,Norte Grande Argentino,73950,0,73950,6.324,23.14,56597.0,17191.0,4.0,150.0,8.0,73950.0,3.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1,Neuquén,Patagonia,88077,2303,90380,14.88,49.78,47790.0,28161.0,997.0,10381.0,3051.0,90380.0,3.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1,Río Negro,Patagonia,93909,1157,95066,13.87,44.9,64886.0,24156.0,876.0,3576.0,1572.0,95066.0,3.354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1,Salta,Norte Grande Argentino,91265,25,91290,6.977,28.7,73131.0,17538.0,45.0,8.0,568.0,91290.0,3.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1,San Juan,Nuevo Cuyo,50543,755,51298,7.05,27.6,48161.0,434.0,722.0,808.0,1173.0,51298.0,3.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1,San Luis,Nuevo Cuyo,12193,364,12557,2.686,9.34,11306.0,428.0,354.0,21.0,448.0,12557.0,3.503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1,Santa Cruz,Patagonia,26304,460,26764,8.68,28.94,18927.0,100.0,381.0,4092.0,3264.0,26764.0,3.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1,Santa Fe,Centro,506000,612,506612,15.08,47.84,322662.0,174296.0,3059.0,5951.0,644.0,506612.0,3.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1,Santiago Del Estero,Norte Grande Argentino,37124,9,37133,4.06,16.31,32567.0,3598.0,19.0,915.0,34.0,37133.0,2.949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1,Tierra Del Fuego - Antártida E Islas Del Atlántico Sur,Patagonia,27272,766,28038,19.11,63.97,21618.0,2837.0,648.0,1.0,2934.0,28038.0,3.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,1,Tucumán,Norte Grande Argentino,129944,88,130032,8.305,33.4,129717.0,83.0,121.0,13.0,98.0,130032.0,3.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
