provincia,region,localidad,de0a9Mbps,de10a20Mbps,de21a49Mbps,de50a99Mbps,de100a199Mbps,de200a499Mbps,de500a1024Mbps,otros,adsl,cableModem,dialUp,fibraOptica,otros_tec,satelital,wimax,wireless,totalTecnologia,latitud,longitud
Salta,Norte Grande Argentino,Barrio Los Pinares,164,40,0,1,0,0,0,0,130,0,0,34,0,0,0,41,205,-24.8581686105385,-65.3991341395925
Salta,Norte Grande Argentino,Barrio Santa Teresita,0,60,0,0,0,0,0,0,0,0,0,60,0,0,0,0,60,-25.0370260259242,-65.5726459572587
Salta,Norte Grande Argentino,Cabra Corral,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-25.290036707535,-65.38778537012
Salta,Norte Grande Argentino,Cachi,278,15,0,0,0,0,0,0,0,0,0,1,0,1,0,290,292,-25.1201640072396,-66.1679494412163
Salta,Norte Grande Argentino,Cafayate,476,816,0,0,0,0,0,0,974,0,0,2,0,1,0,315,1292,-26.0765384358548,-65.9862897320293
Salta,Norte Grande Argentino,Campamento Vespucio,17,179,0,0,0,0,0,1,155,0,0,40,0,2,0,0,197,-22.5800471662206,-63.8523231844895
Salta,Norte Grande Argentino,Campichuelo,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,-23.1062412034464,-63.9953139246427
Salta,Norte Grande Argentino,Campo Durán,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,-22.1925191184959,-63.6556166497527
Salta,Norte Grande Argentino,Campo La Cruz,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,50,-22.4282266803066,-65.1454049664521
Salta,Norte Grande Argentino,Campo Quijano,320,408,0,0,1,0,0,0,218,0,0,360,0,3,0,148,729,-24.9095603902622,-65.6395050258431
Salta,Norte Grande Argentino,Campo Santo,49,123,0,0,0,0,0,0,126,0,0,40,0,1,0,5,172,-24.6839924533229,-65.102855681603
Salta,Norte Grande Argentino,Capitán Juan Pagé,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,-23.7084876711103,-62.3817949445121
Salta,Norte Grande Argentino,Ceibalito,0,0,0,0,0,0,0,4,0,0,0,5,0,1,0,0,6,-25.1278603615752,-64.2896735059411
Salta,Norte Grande Argentino,Cerrillos,178,1063,26,1589,888,47,0,81,591,2552,0,600,80,3,0,46,3872,-24.899748268594,-65.4884058419647
Salta,Norte Grande Argentino,Chicoana,108,255,0,0,0,0,0,15,195,0,0,151,15,2,0,15,378,-25.1056023710125,-65.5368903535961
Salta,Norte Grande Argentino,Cobos,3,60,0,0,0,0,0,0,0,0,0,60,0,0,0,3,63,-24.7414709076566,-65.0839324652619
Salta,Norte Grande Argentino,Colonia Santa Rosa,366,15,0,0,0,0,0,100,0,293,0,0,100,3,0,85,481,-23.3885957203176,-64.4234333229489
Salta,Norte Grande Argentino,Copo Quile,0,35,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35,-26.0280256948964,-64.6831914609089
Salta,Norte Grande Argentino,Coronel Cornejo,4,13,0,0,0,0,0,0,15,0,0,44,0,1,0,0,60,-22.736606161274,-63.8212340428559
Salta,Norte Grande Argentino,Coronel Juan Solá,102,35,0,0,0,0,0,0,30,0,0,1,0,2,0,96,129,-23.4836432078231,-62.8913108733338
Salta,Norte Grande Argentino,Coronel Moldes,52,6,0,0,0,0,0,115,52,0,0,0,115,1,0,5,173,-25.2889404681421,-65.4745373510335
Salta,Norte Grande Argentino,Coronel Mollinedo,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,-24.5136418287603,-64.0648836625582
Salta,Norte Grande Argentino,Coronel Olleros,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,3,-25.1146923148948,-64.2258664425772
Salta,Norte Grande Argentino,Dragones,13,50,0,0,0,0,0,1,0,0,0,50,0,2,0,12,64,-23.2581867482105,-63.3390555232417
Salta,Norte Grande Argentino,El Barrial,0,0,0,0,0,0,0,400,0,0,0,0,400,0,0,0,400,-25.9119189620255,-65.9509642786695
Salta,Norte Grande Argentino,El Bordo,5,61,0,0,0,0,0,0,0,0,0,61,0,0,0,5,66,-24.6621589660645,-65.1052551269531
Salta,Norte Grande Argentino,El Carril,740,884,0,0,0,0,0,121,216,0,0,800,120,2,0,607,1745,-25.0768547028405,-65.4938473919709
Salta,Norte Grande Argentino,El Galpón,175,204,0,0,0,0,0,0,219,65,0,91,0,1,0,3,379,-25.3915864503967,-64.6595062933993
Salta,Norte Grande Argentino,El Jardín,1,37,0,0,0,0,0,0,0,0,0,42,0,1,0,0,43,-26.0938834199791,-65.41384156239
Salta,Norte Grande Argentino,El Naranjo,0,39,0,0,0,0,0,1,0,0,0,39,0,1,0,0,40,-25.7376092528727,-65.0197887857072
Salta,Norte Grande Argentino,El Potrero,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,-26.063895233234,-64.656831424558
Salta,Norte Grande Argentino,El Quebrachal,1135,482,0,0,0,0,0,2,0,1164,0,452,0,4,0,0,1620,-25.3519821824981,-64.0287963887805
Salta,Norte Grande Argentino,El Tabacal,0,0,1,7,67,5,1,0,0,1,0,80,0,0,0,0,81,-23.2500270361093,-64.2445058938392
Salta,Norte Grande Argentino,El Tala,5,172,0,0,0,0,0,0,0,0,0,41,0,5,0,131,177,-26.1208917578309,-65.2873058787689
Salta,Norte Grande Argentino,El Tipal - La Almudena,54,17,0,0,0,0,0,1,0,0,0,0,0,2,0,70,72,-24.7589,-65.4719
Salta,Norte Grande Argentino,El Tunal,1,80,0,0,0,0,0,0,0,0,0,80,0,1,0,0,81,-25.2652645771513,-64.4061042227155
Salta,Norte Grande Argentino,Embarcación,1443,817,4,1,0,0,0,536,962,1299,0,3,535,4,0,0,2803,-23.2042135269827,-64.0900817936338
Salta,Norte Grande Argentino,Gaona,445,66,0,0,0,0,0,0,0,459,0,50,0,2,0,0,511,-25.2581750325612,-64.0470243002426
Salta,Norte Grande Argentino,General Ballivián,1,51,0,0,0,0,0,0,0,0,0,51,0,1,0,0,52,-22.9276105225425,-63.8522934424036
Salta,Norte Grande Argentino,General Güemes,1128,1430,1,0,0,0,0,1,2425,0,0,130,0,5,0,0,2560,-24.6684436198384,-65.0493527755239
Salta,Norte Grande Argentino,General Mosconi,299,1062,0,0,0,0,0,0,1298,0,0,60,0,1,0,2,1361,-22.5872984531874,-63.8075098662841
Salta,Norte Grande Argentino,General Pizarro,2,50,0,0,0,0,0,0,0,0,0,50,0,1,0,1,52,-24.2342248497577,-63.9910915395849
Salta,Norte Grande Argentino,Guachipas,112,1,0,0,0,0,0,35,0,0,0,3,35,2,0,110,150,-25.5235484724461,-65.5187644501144
Salta,Norte Grande Argentino,Hickman,0,0,0,0,0,0,0,69,0,0,0,0,69,0,0,0,69,-23.2174884897188,-63.5643624737058
Salta,Norte Grande Argentino,Hipólito Yrigoyen,582,696,0,0,0,0,0,40,519,423,0,250,40,1,0,85,1318,-23.2382702479068,-64.2718125360107
Salta,Norte Grande Argentino,Iruya,35,13,0,0,0,0,0,80,0,0,0,1,80,0,0,45,126,-22.7789158765788,-65.2063598136374
Salta,Norte Grande Argentino,Isla De Cañas,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,-22.8864200252899,-64.6573757192202
Salta,Norte Grande Argentino,Joaquín V. González,4631,897,0,0,2,0,0,0,587,4637,0,304,0,3,0,0,5531,-25.1294324707809,-64.1385893694805
Salta,Norte Grande Argentino,La Caldera,7,50,0,2,0,0,0,295,0,0,0,50,293,3,0,8,354,-24.6049486234217,-65.3823377302988
Salta,Norte Grande Argentino,La Candelaria,0,36,0,0,0,0,0,0,0,0,0,36,0,0,0,0,36,-26.0961790089843,-65.0610119525095
Salta,Norte Grande Argentino,La Merced,118,867,0,1,0,0,0,70,0,0,0,943,70,1,0,42,1056,-24.9660896493444,-65.4895901036815
Salta,Norte Grande Argentino,La Merced Del Encón,68,189,0,0,0,0,0,0,0,0,0,175,0,0,0,82,257,-24.8709646124106,-65.5607604731238
Salta,Norte Grande Argentino,La Poma,41,5,0,0,0,0,0,0,0,0,0,1,0,0,0,44,45,-24.7129010493055,-66.1997385176463
Salta,Norte Grande Argentino,La Silleta,38,322,0,0,0,0,0,0,105,0,0,220,0,1,0,34,360,-24.8784643256455,-65.5901794974296
Salta,Norte Grande Argentino,La Unión,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,-23.9462046990241,-63.1119727442095
Salta,Norte Grande Argentino,La Viña,99,1,0,0,0,0,0,0,0,0,0,1,0,1,0,98,100,-25.4719724619835,-65.5719838890076
Salta,Norte Grande Argentino,Las Costas,42,7,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,-24.7690498139422,-65.4860333610823
Salta,Norte Grande Argentino,Las Lajitas,686,2,0,0,0,0,0,5,0,648,0,1,10,7,0,27,693,-24.7331988444238,-64.1994831202005
Salta,Norte Grande Argentino,Los Blancos,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,-23.630147809494,-62.5972373009179
Salta,Norte Grande Argentino,Los Toldos,36,6,0,0,0,0,0,0,0,0,0,2,0,0,0,41,43,-22.2528953049178,-64.6816676603736
Salta,Norte Grande Argentino,Luis Burela,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-24.397713500488,-63.9961108041489
Salta,Norte Grande Argentino,Lumbreras,0,41,0,0,0,0,0,0,0,0,0,46,0,0,0,0,46,-25.2172575790264,-64.9306861458005
Salta,Norte Grande Argentino,Metán Viejo,1,40,0,0,1,0,0,0,0,0,0,42,0,1,0,0,43,-25.5418039517985,-64.9849385087879
Salta,Norte Grande Argentino,Misión El Cruce - El Milagro - El Jardín De San Martín,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,-22.5413249097327,-63.7927888759365
Salta,Norte Grande Argentino,Misión Kilómetro 6,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,-22.5060228278102,-63.7399721901134
Salta,Norte Grande Argentino,Molinos,43,8,0,0,0,0,0,0,2,0,0,3,0,0,0,45,50,-25.4442432937572,-66.3088500894253
Salta,Norte Grande Argentino,Nazareno,0,61,0,0,0,0,0,135,0,0,0,61,135,0,0,0,196,-22.4818544506086,-65.0949733414157
Salta,Norte Grande Argentino,Olacapato,1,32,0,0,0,0,0,4,0,0,0,31,0,3,0,3,37,-24.1197745515994,-66.7142594000385
Salta,Norte Grande Argentino,Pacará,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,-22.4452723425454,-63.43543212618
Salta,Norte Grande Argentino,Padre Lozano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.215724803759,-63.8426467906727
Salta,Norte Grande Argentino,Payogasta,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,-25.0489479804199,-66.1027102397315
Salta,Norte Grande Argentino,Pichanal,234,301,0,0,0,0,0,103,436,97,0,1,103,1,0,0,638,-23.3133896525098,-64.219751841333
Salta,Norte Grande Argentino,Piquete Cabado,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,5,6,-24.8260406674686,-64.1855790667322
Salta,Norte Grande Argentino,Piquirenda,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,-22.3335490812005,-63.7596847135861
Salta,Norte Grande Argentino,Pluma De Pato,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,-23.3808426324425,-63.0980556496311
Salta,Norte Grande Argentino,Poscaya,0,0,0,0,0,0,0,30,0,0,0,0,30,0,0,0,30,-22.4336266127546,-65.0678957138662
Salta,Norte Grande Argentino,Profesor Salvador Mazza,226,862,0,0,0,0,0,0,996,0,0,91,0,1,0,0,1088,-22.0542634419099,-63.6872829649674
Salta,Norte Grande Argentino,Pueblo Viejo,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,-22.8263430234688,-65.2018356755618
Salta,Norte Grande Argentino,Rivadavia,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-24.1928479299753,-62.8855846188739
Salta,Norte Grande Argentino,Rosario De La Frontera,1356,1576,1,0,3,0,0,1,2354,404,0,3,0,1,0,175,2937,-25.8088971820865,-64.9840618242784
Salta,Norte Grande Argentino,Rosario De Lerma,755,3537,3,0,0,0,0,10,1285,403,0,2602,10,1,0,4,4305,-24.9780005506773,-65.5804316181731
Salta,Norte Grande Argentino,Río Del Valle,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,-24.6839685116395,-64.2017888257331
Salta,Norte Grande Argentino,Río Piedras,6,46,0,0,0,0,0,0,34,0,0,15,0,1,0,2,52,-25.3211818761179,-64.917329424853
Salta,Norte Grande Argentino,Salta,11686,46157,894,43487,28457,4606,14,27,15924,76855,5,36774,85,8,0,5713,135364,-24.7823766403156,-65.4141329991055
Salta,Norte Grande Argentino,San Agustín,54,7,0,1,1,0,0,40,0,0,0,0,20,1,0,82,103,-24.9967896088099,-65.4377599331623
Salta,Norte Grande Argentino,San Antonio De Los Cobres,98,1,0,0,0,0,0,12,0,0,0,2,0,16,0,94,112,-24.2099310029638,-66.315435998094
Salta,Norte Grande Argentino,San Carlos,91,6,0,0,0,0,0,0,0,0,0,1,0,2,0,94,97,-25.8954496537353,-65.9374115460195
Salta,Norte Grande Argentino,San José De Metán,1647,1954,6,22,41,3,0,0,2877,611,0,183,0,2,0,0,3673,-25.5077205377148,-64.9821245409304
Salta,Norte Grande Argentino,San José De Orquera,0,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,-25.2783094165373,-64.0850561648465
Salta,Norte Grande Argentino,San Marcos,0,0,0,0,0,0,0,30,0,0,0,0,30,0,0,0,30,-22.50900544813,-65.1012423839061
Salta,Norte Grande Argentino,San Ramón De La Nueva Orán,1789,1890,37,966,1858,176,10,581,3680,107,0,2941,580,3,0,0,7311,-23.1298138873917,-64.3185884747041
Salta,Norte Grande Argentino,Santa María,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,5,-22.1394975256357,-62.8383245890232
Salta,Norte Grande Argentino,Santa Rosa De Los Pastos Grandes,11,34,0,0,0,0,0,3,0,0,0,28,0,0,0,20,48,-24.478105777316,-66.6785400667592
Salta,Norte Grande Argentino,Santa Victoria,195,82,0,0,0,0,0,0,0,0,0,74,0,5,0,200,279,-22.2294615004585,-64.9503255468472
Salta,Norte Grande Argentino,Santa Victoria Este,49,11,0,0,0,0,0,10,17,0,0,1,10,1,0,41,70,-22.2772903307188,-62.7043719454645
Salta,Norte Grande Argentino,Seclantás,21,5,0,0,0,0,0,0,0,0,0,2,0,2,0,21,25,-25.3305099574445,-66.2484466228606
Salta,Norte Grande Argentino,Talapampa,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-25.5463746287562,-65.559672881754
Salta,Norte Grande Argentino,Tartagal,5599,1221,8,790,580,67,2,3020,2350,4535,0,1337,3048,2,0,14,11286,-22.5098645099451,-63.7970472996098
Salta,Norte Grande Argentino,Tobantirenda,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,-22.13833247169,-63.7061819675909
Salta,Norte Grande Argentino,Tolar Grande,2,27,1,0,0,0,0,4,0,0,0,20,0,2,0,12,34,-24.5579851944765,-67.4369653675359
Salta,Norte Grande Argentino,Tolloche,0,1,0,0,0,0,0,1,0,0,0,4,0,1,0,0,5,-25.5466456710139,-63.5342918601747
Salta,Norte Grande Argentino,Tolombón,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26.2029574679842,-65.9467957704698
Salta,Norte Grande Argentino,Urundel,88,1,0,0,0,0,0,0,0,0,0,1,0,2,0,86,89,-23.5516314679633,-64.3965188048038
Salta,Norte Grande Argentino,Vaqueros,451,221,0,0,0,0,0,296,159,0,0,90,250,0,0,469,968,-24.6945211920197,-65.4026944187147
Salta,Norte Grande Argentino,Villa San Lorenzo,267,210,34,928,872,146,2,0,335,1998,0,6,3,1,0,116,2459,-24.7333009865645,-65.4847891426227
Salta,Norte Grande Argentino,Yacuy,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,-22.3765769868638,-63.7654304903786
San Juan,Nuevo Cuyo,9 De Julio,313,14,0,0,0,0,0,11,0,0,0,125,0,1,0,116,242,-31.669750919971,-68.3900416378963
San Juan,Nuevo Cuyo,Alto De Sierra,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,-31.5265278957606,-68.4106014181706
San Juan,Nuevo Cuyo,Angualasto,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,-30.0536455973497,-69.1717079231376
San Juan,Nuevo Cuyo,Astica,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,-30.9538850864023,-67.3006351406982
San Juan,Nuevo Cuyo,Barreal - Villa Pituil,1294,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1294,1295,-31.6528323304108,-69.4815385910816
San Juan,Nuevo Cuyo,Barrio Ruta 40,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,-31.8595308229437,-68.5345166485174
San Juan,Nuevo Cuyo,Barrio Sadop,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-31.5367182711489,-68.3955676778174
San Juan,Nuevo Cuyo,Bella Vista,42,1,0,0,0,0,0,1,0,0,0,0,0,1,0,43,44,-30.4401531794669,-69.2447866603611
San Juan,Nuevo Cuyo,Bermejo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-31.5918363542723,-67.6623620492559
San Juan,Nuevo Cuyo,Calingasta,370,0,0,0,0,0,0,2,0,0,0,0,0,2,0,370,372,-31.335410441528,-69.4273817834109
San Juan,Nuevo Cuyo,Carpintería,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,-31.8301409850684,-68.5420989256398
San Juan,Nuevo Cuyo,Caucete,879,644,0,0,0,0,0,2500,1006,0,0,0,2500,0,0,521,4027,-31.6514787868907,-68.2821404352408
San Juan,Nuevo Cuyo,Cañada Honda,3,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,4,-31.9850527438787,-68.5481911385325
San Juan,Nuevo Cuyo,Chimbas,3477,1777,346,153,73,0,0,0,2944,0,6,942,0,0,0,1948,5840,-31.4929011532856,-68.4840477499344
San Juan,Nuevo Cuyo,Cienaguita,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,-32.0763381339971,-68.690762577729
San Juan,Nuevo Cuyo,Colonia Fiorito,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-31.5551785871028,-68.4205987445022
San Juan,Nuevo Cuyo,Divisadero,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,-32.0104984358581,-68.6904861018003
San Juan,Nuevo Cuyo,Dos Acequias (Est. Los Angacos),31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,-31.4913855475125,-68.4185298472673
San Juan,Nuevo Cuyo,El Medanito,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,-31.583482529045,-68.4697872532749
San Juan,Nuevo Cuyo,El Médano,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,-30.1293832105379,-68.6791733044187
San Juan,Nuevo Cuyo,El Rincón,423,96,2,0,0,0,0,0,509,0,5,0,0,0,0,10,524,-31.4480943761332,-68.5425141343624
San Juan,Nuevo Cuyo,Gran China,80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,82,82,-30.1225273246059,-68.7161999143951
San Juan,Nuevo Cuyo,Guanacache,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,-32.0753813271385,-68.5856950572685
San Juan,Nuevo Cuyo,Huaco,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,109,-30.1570667184839,-68.4809365791381
San Juan,Nuevo Cuyo,Iglesia,76,3,0,0,0,0,0,11,0,0,0,0,0,11,0,79,90,-30.4128218913916,-69.2051642049627
San Juan,Nuevo Cuyo,Las Chacritas,106,10,0,0,0,0,0,0,0,0,0,0,0,0,0,91,91,-31.5936417922213,-68.4077196718125
San Juan,Nuevo Cuyo,Las Flores,106,3,0,0,0,0,0,1,0,0,0,0,0,1,0,111,112,-30.3242644504455,-69.2453069928074
San Juan,Nuevo Cuyo,Las Lagunas,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-32.0443775419211,-68.3778990229646
San Juan,Nuevo Cuyo,Los Berros,63,7,0,0,0,0,0,0,0,0,0,2,0,0,0,66,68,-31.9514576383242,-68.6510941298035
San Juan,Nuevo Cuyo,Mogna,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-30.6845100664473,-68.3775543569819
San Juan,Nuevo Cuyo,Niquivil,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,-30.4006750071532,-68.6910630973149
San Juan,Nuevo Cuyo,Pampa Vieja,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,86,86,-30.2202750575676,-68.6909967597496
San Juan,Nuevo Cuyo,Pismanta,22,0,0,0,0,0,0,2,0,0,0,0,0,3,0,18,21,-30.2709800462776,-69.2286104874715
San Juan,Nuevo Cuyo,Punta Del Médano,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-31.8946043291143,-68.4183104905607
San Juan,Nuevo Cuyo,Quinto Cuartel,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,101,-31.6140359426027,-68.6001745092873
San Juan,Nuevo Cuyo,Rawson,6732,2423,27,9,2,0,0,2,16318,0,12,0,0,2,0,1004,17336,-31.5696190485463,-68.5577689018569
San Juan,Nuevo Cuyo,Rivadavia,3625,1270,37,25,8,0,0,0,2028,0,12,77,15,1,0,2243,4376,-31.5335200372447,-68.5920689785483
San Juan,Nuevo Cuyo,Rodeo,394,30,0,9,0,0,0,10,0,0,0,0,10,0,0,472,482,-30.209958054186,-69.1336132382893
San Juan,Nuevo Cuyo,San Isidro,95,2,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,-30.1488923473271,-68.7044945534412
San Juan,Nuevo Cuyo,San Isidro (Est. Los Angacos),6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,6,-31.4870993000717,-68.325134344897
San Juan,Nuevo Cuyo,San José De Jáchal,1087,5,0,0,0,0,0,1,0,0,1,381,0,2,0,711,1095,-30.2427672850044,-68.7454934559357
San Juan,Nuevo Cuyo,San Juan,16039,14651,16372,8481,310,14,0,687,12814,22723,227,10721,3576,5,0,6781,56847,-31.5371970378027,-68.5250183173793
San Juan,Nuevo Cuyo,Santa Lucía,3942,1343,50,47,5,0,0,9,2400,0,11,73,15,0,0,2057,4556,-31.5130353688268,-68.4565988777122
San Juan,Nuevo Cuyo,Tamberías,191,1,0,0,0,0,0,0,0,0,1,0,0,0,0,192,193,-30.1822864487075,-68.7277857836372
San Juan,Nuevo Cuyo,Tudcum,84,3,0,0,0,0,0,1,0,0,0,0,0,1,0,89,90,-30.1883781131447,-69.2702835946583
San Juan,Nuevo Cuyo,Tupelí,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,-31.8390315742989,-68.3573941216943
San Juan,Nuevo Cuyo,Vallecito,5,0,0,0,0,0,0,250,0,0,0,0,250,0,0,4,254,-31.7403744670002,-67.9885245900589
San Juan,Nuevo Cuyo,Villa Aberastain,48,9,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,-31.65701277213,-68.573608949336
San Juan,Nuevo Cuyo,Villa Aberastain - La Rinconada,396,309,0,0,0,0,0,0,549,0,4,0,0,1,0,205,759,-31.6952378674877,-68.5923025771378
San Juan,Nuevo Cuyo,Villa Barbosa - Villa Nacusi,96,2,0,0,0,0,0,0,0,0,0,0,0,0,0,98,98,-31.6219383886537,-68.5359580395485
San Juan,Nuevo Cuyo,Villa Basilio Nievas,338,11,0,0,0,0,0,0,0,0,0,0,0,0,0,340,340,-31.543878931951,-68.7407758815646
San Juan,Nuevo Cuyo,Villa Bolaños,247,67,20,9,2,0,0,0,0,0,0,0,0,0,0,287,287,-31.6292970053945,-68.4706676954017
San Juan,Nuevo Cuyo,Villa Borjas,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,-31.8100072529359,-68.3289623063813
San Juan,Nuevo Cuyo,Villa Borjas - La Chimbera,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,-31.8100072529359,-68.3289623063813
San Juan,Nuevo Cuyo,Villa Centenario,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,-31.668402703149,-68.5222919302359
San Juan,Nuevo Cuyo,Villa Dominguito (Est. Puntilla Blanca),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-31.55912095737,-68.2976446699079
San Juan,Nuevo Cuyo,Villa Don Bosco (Est. Angaco Sud),73,1,0,0,0,0,0,0,0,0,0,3,0,0,0,73,76,-31.5518882180598,-68.3390185136148
San Juan,Nuevo Cuyo,Villa El Salvador - Villa Sefair,123,4,0,0,0,0,0,0,0,0,0,0,0,0,0,93,93,-31.4454020414681,-68.417640160613
San Juan,Nuevo Cuyo,Villa General San Martin,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46,-31.421071066377,-68.4907605706737
San Juan,Nuevo Cuyo,Villa General San Martín - Campo Afuera,153,11,0,0,0,0,0,0,0,0,0,0,0,0,0,135,135,-31.421071066377,-68.4907605706737
San Juan,Nuevo Cuyo,Villa Ibáñez,383,5,0,0,0,0,0,0,0,0,1,0,0,0,0,402,403,-31.4659385111811,-68.7353338028121
San Juan,Nuevo Cuyo,Villa Independencia,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,-31.6245292071939,-68.3138150331219
San Juan,Nuevo Cuyo,Villa Krause,188,65,0,0,0,0,0,0,0,0,0,0,0,0,0,211,211,-31.583718555606,-68.5410817167198
San Juan,Nuevo Cuyo,Villa Malvinas Argentinas,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,-30.2142413595614,-68.7165558327867
San Juan,Nuevo Cuyo,Villa Media Agua,143,19,0,0,0,0,0,42,0,0,0,1,0,0,0,197,198,-31.9810022624945,-68.4270029177237
San Juan,Nuevo Cuyo,Villa Mercedes,169,2,0,0,0,0,0,3,0,0,0,0,0,4,0,170,174,-30.1088721898605,-68.7009429184891
San Juan,Nuevo Cuyo,Villa Paula Albarracin,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-31.4936358990356,-68.5357082138994
San Juan,Nuevo Cuyo,Villa San Agustín,264,0,0,0,0,0,0,1,0,0,0,1,0,4,0,260,265,-30.6367084796207,-67.4650598603898
San Juan,Nuevo Cuyo,Villa San Martín,17,1,0,0,0,0,0,210,0,0,0,0,210,1,0,18,229,-31.5167619808371,-68.3526471246019
San Juan,Nuevo Cuyo,Villa Santa Rosa,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52,-31.7448085385712,-68.3142412332522
San Luis,Nuevo Cuyo,Alto Pelado,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,71,71,-33.8425029072214,-66.1375993056552
San Luis,Nuevo Cuyo,Alto Pencoso,0,1,85,0,0,0,0,0,0,0,0,1,0,0,0,85,86,-33.4306363842929,-66.9279669116981
San Luis,Nuevo Cuyo,Anchorena,0,0,212,0,0,0,0,0,0,0,1,0,0,0,0,212,213,-35.6746450244219,-65.4244230509371
San Luis,Nuevo Cuyo,Arizona,0,0,257,0,0,0,0,0,0,0,3,0,0,0,0,257,260,-35.7229145031177,-65.3187210360081
San Luis,Nuevo Cuyo,Bagual,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,64,64,-35.1448484513353,-65.5676652450981
San Luis,Nuevo Cuyo,Balde,5,1,183,0,0,0,0,0,0,0,0,1,0,5,0,183,189,-33.3432695635018,-66.626047423873
