provincia,region,localidad,de0a9Mbps,de10a20Mbps,de21a49Mbps,de50a99Mbps,de100a199Mbps,de200a499Mbps,de500a1024Mbps,otros,adsl,cableModem,dialUp,fibraOptica,otros_tec,satelital,wimax,wireless,totalTecnologia,latitud,longitud
Buenos Aires,Provincia de Buenos Aires,Zavalía,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,-34.8949208760254,-61.0044538243489
Buenos Aires,Provincia de Buenos Aires,Zelaya,13,24,0,6,0,0,0,0,30,6,0,0,2,0,0,5,43,-34.3657182841794,-58.893696088678
Buenos Aires,Provincia de Buenos Aires,Zona Aeropuerto Internacional Ezeiza,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,-34.8128216283518,-58.5521650062885
Buenos Aires,Provincia de Buenos Aires,Zárate,3379,4094,474,10981,7878,1131,133,705,2447,24539,0,78,700,5,0,982,28751,-34.0998630672257,-59.024557255152
Catamarca,Norte Grande Argentino,Aconquija,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-27.4743798884533,-66.0266884349829
Catamarca,Norte Grande Argentino,Alijilán,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,-28.1771812692249,-65.4915924205872
Catamarca,Norte Grande Argentino,Ancasti,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-28.809829766706,-65.5021019996524
Catamarca,Norte Grande Argentino,Andalgalá,225,971,0,0,0,0,0,0,846,0,0,144,1,2,0,203,1196,-27.5732225954972,-66.3235466394645
Catamarca,Norte Grande Argentino,Antofagasta De La Sierra,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,6,-26.0632957365737,-67.4116706391736
Catamarca,Norte Grande Argentino,Bañado De Ovanta,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-28.1034003361447,-65.3076846046355
Catamarca,Norte Grande Argentino,Belén,3,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,4,-27.6337582271366,-67.0181224346383
Catamarca,Norte Grande Argentino,Capayán,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-28.7807106449765,-66.0386455444458
Catamarca,Norte Grande Argentino,Chaquiago,1,23,0,0,0,0,0,0,0,0,0,9,0,1,0,14,24,-27.5368955481985,-66.3350568927423
Catamarca,Norte Grande Argentino,Chumbicha,113,469,48,0,0,0,0,0,150,0,0,5,0,1,0,474,630,-28.8475652676601,-66.2413567840968
Catamarca,Norte Grande Argentino,Colonia Del Valle,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-28.6659572317315,-65.8752053335172
Catamarca,Norte Grande Argentino,Colonia Nueva Coneta,9,1,9,0,0,0,0,0,0,0,0,10,0,1,0,9,20,-28.5859218596167,-65.8384330489801
Catamarca,Norte Grande Argentino,Colpes,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,-28.056472497625,-65.8260844153652
Catamarca,Norte Grande Argentino,Coneta,11,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,11,-28.5824940471212,-65.8832899522771
Catamarca,Norte Grande Argentino,El Alamito,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,-27.333537875981,-66.022985174122
Catamarca,Norte Grande Argentino,El Alto,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,29,-28.3027477561138,-65.3693767192491
Catamarca,Norte Grande Argentino,El Bañado,0,0,3,2,1,1,0,0,0,0,0,7,0,0,0,0,7,-28.6492910442287,-65.8184083876597
Catamarca,Norte Grande Argentino,El Bolsón,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-27.9038743420396,-65.8884829262542
Catamarca,Norte Grande Argentino,El Durazno,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,-27.2352160693093,-67.0644302349354
Catamarca,Norte Grande Argentino,El Hueco,0,0,8,11,6,1,0,0,0,0,0,26,0,0,0,0,26,-28.4127884506849,-65.7175369854892
Catamarca,Norte Grande Argentino,El Pantanillo,4,9,0,0,4,11,0,0,11,13,0,2,0,2,0,0,28,-28.5416893432334,-65.8026632730873
Catamarca,Norte Grande Argentino,El Portezuelo,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,-28.4818680419511,-65.6351326652418
Catamarca,Norte Grande Argentino,El Potrero,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,-27.5162322380357,-66.3434280762552
Catamarca,Norte Grande Argentino,El Rodeo,106,0,0,0,0,0,0,47,0,0,0,0,0,1,0,152,153,-28.2141516424861,-65.8738600634115
Catamarca,Norte Grande Argentino,Fiambalá,9,0,7,0,0,0,0,1,0,0,0,8,0,2,0,7,17,-27.69316213413,-67.608574901701
Catamarca,Norte Grande Argentino,Hualfín,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-27.2251089488391,-66.8257494663378
Catamarca,Norte Grande Argentino,Huillapima,6,0,9,0,0,0,0,1,0,0,0,5,0,2,0,9,16,-28.7326533523263,-65.9692671337206
Catamarca,Norte Grande Argentino,Icaño,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-28.9308886124085,-65.2902158081112
Catamarca,Norte Grande Argentino,La Aguada,0,16,0,0,0,0,0,0,0,0,0,11,0,0,0,5,16,-27.534089032104,-66.3117750484602
Catamarca,Norte Grande Argentino,La Carrera,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-28.3495576813874,-65.7091195877043
Catamarca,Norte Grande Argentino,La Falda De San Antonio,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-28.4198487342191,-65.6988377960377
Catamarca,Norte Grande Argentino,La Loma,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-26.7574990827117,-66.0331064865258
Catamarca,Norte Grande Argentino,La Merced,21,60,0,0,0,0,0,0,72,0,0,0,0,4,0,5,81,-28.1537649054231,-65.6696062414473
Catamarca,Norte Grande Argentino,La Mesada,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-27.4511959792163,-66.0199688270559
Catamarca,Norte Grande Argentino,La Puerta,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,-28.1764379052117,-65.7863037835082
Catamarca,Norte Grande Argentino,La Tercena,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-28.3734473479931,-65.7081292515981
Catamarca,Norte Grande Argentino,La Viña,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,-28.044445782746,-65.6079383578395
Catamarca,Norte Grande Argentino,Las Chacritas,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-27.6464168267027,-65.9533446470458
Catamarca,Norte Grande Argentino,Las Juntas,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-28.1038836314671,-65.8996513641899
Catamarca,Norte Grande Argentino,Las Lajas,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-27.826913357423,-65.7401079267206
Catamarca,Norte Grande Argentino,Lavalle,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-28.1946338127179,-65.1137806266473
Catamarca,Norte Grande Argentino,Londres,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-27.7091441699136,-67.1521288574758
Catamarca,Norte Grande Argentino,Los Altos,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,7,-28.0488590493489,-65.4973640431533
Catamarca,Norte Grande Argentino,Los Angeles,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-28.4757282890296,-65.9584714095267
Catamarca,Norte Grande Argentino,Los Talas,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,-27.94999754917,-65.875829814164
Catamarca,Norte Grande Argentino,Los Varela,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-27.9279942328057,-65.8822302327591
Catamarca,Norte Grande Argentino,Miraflores,9,0,10,0,0,0,0,0,0,0,0,7,0,2,0,10,19,-28.61156437771,-65.9045510608673
Catamarca,Norte Grande Argentino,Mutquin,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-28.3178455729042,-66.1420642866296
Catamarca,Norte Grande Argentino,Polcos,0,0,55,107,47,4,0,0,0,0,0,213,0,0,0,0,213,-28.4333815878035,-65.7202973350365
Catamarca,Norte Grande Argentino,Pomán,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,-28.3927801149204,-66.2220823999264
Catamarca,Norte Grande Argentino,Pozo Del Mistol,0,0,1,15,2,0,0,0,0,0,0,18,0,0,0,0,18,-28.4689789857859,-65.7195047318519
Catamarca,Norte Grande Argentino,Puerta De San José,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,-27.5397412070942,-67.0153310519752
Catamarca,Norte Grande Argentino,Quirós,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,-28.7883056058069,-65.1007302335708
Catamarca,Norte Grande Argentino,Recreo,25,164,2,268,1295,63,0,0,183,9,0,1619,0,1,0,5,1817,-29.2768611237227,-65.0565641552447
Catamarca,Norte Grande Argentino,San Antonio,34,0,0,2,2,0,0,0,0,0,0,4,0,1,0,33,38,-28.4237766788262,-65.7062134320732
Catamarca,Norte Grande Argentino,San Fernando Del Valle De Catamarca,2616,6249,2907,29641,14273,1997,1,0,8238,10473,1,38963,0,1,0,14,57690,-28.4846581947085,-65.7867892937631
Catamarca,Norte Grande Argentino,San Isidro,5,384,169,1142,629,133,0,0,0,0,0,2457,0,0,0,5,2462,-28.4583109666735,-65.726757673457
Catamarca,Norte Grande Argentino,San José,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,-28.3887321458271,-65.7062701247999
Catamarca,Norte Grande Argentino,San Martín,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,-29.2514238184412,-65.7966971627176
Catamarca,Norte Grande Argentino,San Miguel,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,-28.1297413013666,-66.2019565174868
Catamarca,Norte Grande Argentino,Santa María,1,0,0,0,0,0,0,2150,0,0,0,0,2151,1,0,0,2152,-26.6891167120231,-66.018884441311
Catamarca,Norte Grande Argentino,Santa Rosa,5,0,205,353,175,26,0,0,0,0,0,759,0,0,0,5,764,-28.447802287271,-65.7055328995515
Catamarca,Norte Grande Argentino,Saujil,1,0,169,0,0,0,0,0,0,0,0,0,0,1,0,169,170,-27.5632127581426,-67.6355130611556
Catamarca,Norte Grande Argentino,Siján,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-28.2623558875079,-66.2209299175292
Catamarca,Norte Grande Argentino,Sumalao,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,6,-28.4746455518307,-65.7433480027028
Catamarca,Norte Grande Argentino,Tapso,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-28.415904197716,-65.1086409589416
Catamarca,Norte Grande Argentino,Tinogasta,113,2118,109,0,0,0,0,0,510,0,0,1828,0,2,0,0,2340,-28.0637510698675,-67.5802695760226
Catamarca,Norte Grande Argentino,Villa Dolores,5,0,19,54,24,6,0,0,0,0,0,103,0,0,0,5,108,-28.4434739220039,-65.7215360640125
Catamarca,Norte Grande Argentino,Villa Las Pirquitas,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-28.2754665210832,-65.733431477509
Chaco,Norte Grande Argentino,Avia Terai,24,74,0,0,0,0,0,0,85,0,0,42,0,1,0,0,128,-26.6904269113097,-60.7309487066584
Chaco,Norte Grande Argentino,Barranqueras,274,28,97,1821,1668,250,3,0,115,3865,0,146,0,0,0,15,4141,-27.4877739289761,-58.9327416886365
Chaco,Norte Grande Argentino,Basail,88,133,1,0,0,0,0,1,98,67,0,0,0,1,0,57,223,-27.8868655966917,-59.2791003619491
Chaco,Norte Grande Argentino,Campo Largo,40,98,0,0,450,0,0,3,125,0,0,482,3,0,0,0,610,-26.8038644067827,-60.8423032131182
Chaco,Norte Grande Argentino,Capitán Solari,41,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,81,-26.8050732181615,-59.5596523744138
Chaco,Norte Grande Argentino,Charadai,18,0,0,0,0,0,0,0,0,0,0,27,0,1,0,0,28,-27.6553304709616,-59.8624460245382
Chaco,Norte Grande Argentino,Charata,840,2374,46,4,0,0,0,0,1924,0,0,1186,0,2,0,230,3342,-27.2200458502784,-61.1915854495204
Chaco,Norte Grande Argentino,Chorotis,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,25,-27.9175852858656,-61.3995694680726
Chaco,Norte Grande Argentino,Ciervo Petiso,1,97,0,0,0,0,0,0,0,0,0,0,0,1,0,97,98,-26.5815849580294,-59.6329803967089
Chaco,Norte Grande Argentino,Colonia Aborigen,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46,-26.9583436350996,-60.1902370459592
Chaco,Norte Grande Argentino,Colonia Benítez,28,136,0,0,0,0,0,0,153,0,0,11,0,1,0,2,167,-27.3305884379906,-58.9450102746869
Chaco,Norte Grande Argentino,Colonia Elisa,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,-26.9324550960675,-59.5204851339373
Chaco,Norte Grande Argentino,Colonias Unidas,15,250,0,0,0,0,0,0,0,0,0,250,0,0,0,15,265,-26.7000971775462,-59.6277421824927
Chaco,Norte Grande Argentino,Concepción Del Bermejo,600,0,0,0,0,0,0,0,0,0,0,373,0,2,0,230,605,-26.602273964006,-60.9492636999567
Chaco,Norte Grande Argentino,Coronel Du Graty,235,213,0,0,0,0,0,504,122,73,0,264,0,1,0,516,976,-27.682571155615,-60.9091956314644
Chaco,Norte Grande Argentino,Corzuela,66,132,0,0,0,0,0,0,161,0,0,48,0,1,0,28,238,-26.9556760087163,-60.9707574059512
Chaco,Norte Grande Argentino,El Espinillo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-25.4176698636006,-60.4139677023547
Chaco,Norte Grande Argentino,El Sauzal,62,0,0,0,0,0,0,1,0,0,0,0,0,1,0,62,63,-24.579149375301,-61.5461702165927
Chaco,Norte Grande Argentino,El Sauzalito,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-24.4345499393074,-61.6813716975806
Chaco,Norte Grande Argentino,Enrique Urién,9,0,0,0,0,0,0,1,0,0,0,37,0,1,0,0,38,-27.5587251493486,-60.5259907543736
Chaco,Norte Grande Argentino,Fontana,65,87,1,0,0,0,0,0,0,0,0,110,0,0,0,70,180,-27.4167127425858,-59.04393778912
Chaco,Norte Grande Argentino,Fortín Lavalle,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,-25.7056308542578,-60.2037478681132
Chaco,Norte Grande Argentino,Fuerte Esperanza,3,0,0,0,0,0,0,1,0,0,0,8,0,1,0,0,9,-25.1560600566745,-61.8424104268078
Chaco,Norte Grande Argentino,Gancedo,88,0,0,0,0,0,0,0,0,0,0,26,0,2,0,76,104,-27.4896487904756,-61.6738771708385
Chaco,Norte Grande Argentino,General José De San Martín,485,518,4296,1764,62,0,0,0,511,1130,0,5083,0,0,0,450,7174,-26.5340730622708,-59.334711358946
Chaco,Norte Grande Argentino,General Pinedo,59,585,7,0,0,0,0,0,195,0,0,472,0,2,0,0,669,-27.3252979421708,-61.282210419911
Chaco,Norte Grande Argentino,General Vedia,178,211,0,0,0,0,0,0,153,0,0,30,0,1,0,205,389,-26.9349378591637,-58.6612848328678
Chaco,Norte Grande Argentino,Hermoso Campo,64,111,0,0,0,0,0,0,0,28,0,175,0,1,0,0,204,-27.610539212014,-61.344844244037
Chaco,Norte Grande Argentino,Isla Del Cerrito,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-27.2927852739485,-58.6178377359072
Chaco,Norte Grande Argentino,Itín,506,0,0,0,0,0,0,0,0,0,0,30,478,0,0,0,508,-27.4876216159572,-61.3238818419592
Chaco,Norte Grande Argentino,Juan José Castelli,533,996,0,0,0,0,0,0,599,0,0,294,0,0,0,690,1583,-25.9504150377594,-60.6243211030425
Chaco,Norte Grande Argentino,La Clotilde,76,0,0,0,0,0,0,116,0,32,0,78,116,1,0,0,227,-27.1781993384686,-60.6315741848515
Chaco,Norte Grande Argentino,La Eduvigis,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-26.8374120457599,-59.0641175796047
Chaco,Norte Grande Argentino,La Escondida,218,226,6,1,0,0,0,0,51,209,0,189,0,2,0,0,451,-27.1073248470025,-59.4475325100431
Chaco,Norte Grande Argentino,La Leonesa,322,462,0,0,0,0,0,0,556,0,0,0,0,0,0,228,784,-27.0379596283785,-58.7069377183708
Chaco,Norte Grande Argentino,La Tigra,1,1,0,0,0,0,0,252,1,0,0,0,252,1,0,0,254,-27.1157899755692,-60.5898941741226
Chaco,Norte Grande Argentino,La Verde,344,24,1,1,0,0,0,0,14,27,0,39,305,2,0,0,387,-27.1297934337807,-59.3774619894492
Chaco,Norte Grande Argentino,Laguna Blanca,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,-27.2572195505018,-59.2340486127892
Chaco,Norte Grande Argentino,Laguna Limpia,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,-26.4967013914467,-59.6799372880349
Chaco,Norte Grande Argentino,Lapachito,28,53,7,1,0,0,0,0,1,27,0,61,0,0,0,0,89,-27.1587903465778,-59.3903975007013
Chaco,Norte Grande Argentino,Las Breñas,353,1001,3,0,0,0,0,1,1293,0,0,74,0,1,0,0,1368,-27.0885167236059,-61.0836993088858
Chaco,Norte Grande Argentino,Las Garcitas,50,70,0,0,0,0,0,0,0,0,0,0,0,1,0,119,120,-26.6193460346699,-59.8042763819042
Chaco,Norte Grande Argentino,Las Palmas,279,45,0,0,0,0,0,0,0,0,0,46,0,1,0,306,353,-27.0478975207771,-58.6795739267563
Chaco,Norte Grande Argentino,Los Frentones,294,49,0,0,0,0,0,0,0,0,0,344,0,1,0,0,345,-26.4082976307567,-61.4134271371597
Chaco,Norte Grande Argentino,Machagai,396,579,0,0,0,0,0,0,369,311,0,45,0,0,0,269,994,-26.9287335504143,-60.0477196130638
Chaco,Norte Grande Argentino,Makallé,371,38,0,0,0,0,0,0,38,370,0,0,0,1,0,0,409,-27.211618544441,-59.2883662132688
Chaco,Norte Grande Argentino,Margarita Belén,136,503,0,0,0,0,0,0,382,0,0,180,0,0,0,77,639,-27.2616473234151,-58.9741473116095
Chaco,Norte Grande Argentino,Miraflores,305,318,4,3,0,0,0,0,0,0,0,0,0,0,0,630,630,-25.6489334968628,-60.9300401901344
Chaco,Norte Grande Argentino,Nueva Pompeya,311,2,0,0,0,0,0,0,0,0,0,1,0,3,0,308,312,-24.9334418837191,-61.4846998398146
Chaco,Norte Grande Argentino,Pampa Almirón,11,55,0,0,0,0,0,0,0,0,0,26,0,0,0,55,81,-26.702247857191,-59.1237850343206
Chaco,Norte Grande Argentino,Pampa Del Indio,44,740,0,0,0,0,0,0,0,0,0,25,0,2,0,757,784,-26.050714758193,-59.9412241077467
Chaco,Norte Grande Argentino,Pampa Del Infierno,1212,212,0,0,0,0,0,2,0,0,0,1375,0,6,0,65,1446,-26.5063974406178,-61.1764901971888
Chaco,Norte Grande Argentino,Presidencia De La Plaza,378,185,0,0,0,0,0,3,216,327,0,58,0,0,0,0,601,-27.0029714359347,-59.847600385659
Chaco,Norte Grande Argentino,Presidencia Roca,60,150,0,0,0,0,0,0,0,0,0,13,0,2,0,196,211,-26.1402007626997,-59.5968452905131
Chaco,Norte Grande Argentino,Presidencia Roque Sáenz Peña,1236,2583,827,1884,2968,143,6,36,3559,112,0,5972,24,2,0,116,9785,-26.7916058929378,-60.4421462814095
Chaco,Norte Grande Argentino,Puerto Bermejo Nuevo,61,0,0,0,0,0,0,0,0,0,0,14,0,0,0,51,65,-26.9073753724695,-58.5428316633796
Chaco,Norte Grande Argentino,Puerto Eva Perón,55,0,0,0,0,0,0,0,0,0,0,15,0,1,0,41,57,-26.661480092829,-58.6355818176747
Chaco,Norte Grande Argentino,Puerto Tirol,235,546,0,0,0,0,0,0,541,1,0,114,0,0,0,163,819,-27.3745125614532,-59.0953159917862
Chaco,Norte Grande Argentino,Puerto Vilelas,2,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,10,-27.5106090846354,-58.938994465923
Chaco,Norte Grande Argentino,Quitilipi,315,718,1,0,0,0,0,0,884,0,0,69,0,0,0,123,1076,-26.8732071732978,-60.2185241226399
Chaco,Norte Grande Argentino,Resistencia,4516,8300,10506,40112,24051,4128,36,10,11650,55188,5,25299,2,6,0,223,92373,-27.4521194584549,-58.9876174408016
Chaco,Norte Grande Argentino,Samuhú,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-27.5222254234698,-60.3941746057505
Chaco,Norte Grande Argentino,San Bernardo,162,0,0,0,0,0,0,38,147,0,0,14,38,3,0,0,202,-27.2904384132604,-60.7149736332961
Chaco,Norte Grande Argentino,Santa Sylvina,33,0,0,0,0,0,0,950,0,32,0,0,950,1,0,0,983,-27.8356008575455,-61.1361742191871
Chaco,Norte Grande Argentino,Taco Pozo,182,159,0,0,0,0,0,0,0,0,0,332,0,3,0,0,335,-25.6156598937138,-63.2692964997065
Chaco,Norte Grande Argentino,Tres Isletas,109,429,0,0,0,0,0,0,461,0,0,0,0,0,0,77,538,-26.3378349285309,-60.4299349548752
Chaco,Norte Grande Argentino,Villa Angela,1864,1975,54,3,0,0,0,66,2756,1,0,852,0,0,0,406,4015,-27.5788592432947,-60.7141120066309
Chaco,Norte Grande Argentino,Villa Berthet,385,401,0,2,0,0,0,0,0,0,0,32,0,1,0,755,788,-27.2895492409257,-60.4155962080604
Chaco,Norte Grande Argentino,Villa El Palmar,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,-26.4551186226266,-60.1646165913523
Chaco,Norte Grande Argentino,Villa Río Bermejito,182,198,0,0,0,0,0,0,4,0,0,194,0,2,0,222,422,-25.6424413894079,-60.2629438807651
Chaco,Norte Grande Argentino,Wichi,91,0,0,0,0,0,0,1,0,0,0,0,0,1,0,91,92,-24.6913977720534,-61.4304454802334
Chubut,Patagonia,28 De Julio,1,12,1,0,0,0,0,0,0,0,0,12,1,1,0,0,14,-43.3809771295585,-65.8386877428492
Chubut,Patagonia,Acceso Norte,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,-45.782807331545,-67.5033367870766
Chubut,Patagonia,Aldea Apeleg,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,-44.7052521139583,-70.8460010136593
Chubut,Patagonia,Aldea Beleiro,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,-45.5614644681207,-71.5181726162484
Chubut,Patagonia,Aldea Epulef,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,6,-43.2341165952859,-69.7112937770404
Chubut,Patagonia,Aldea Escolar,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,-43.1198187614025,-71.5588967458005
Chubut,Patagonia,Alto Río Senguer,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,4,-45.0476417520383,-70.8227552077123
Chubut,Patagonia,Arroyo Verde,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,-42.0119886969656,-65.3064500926092
Chubut,Patagonia,Barrio Caleta Cordova,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,-45.7482508559011,-67.3786501769463
Chubut,Patagonia,Blancuntre,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-42.5683892291525,-68.9190916237139
Chubut,Patagonia,Buen Pasto,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-45.0804225633305,-69.4497777721279
Chubut,Patagonia,Camarones,209,0,0,0,0,0,0,0,0,0,0,0,0,1,0,208,209,-44.79829087317,-65.7105992934951
Chubut,Patagonia,Carrenleufú,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-43.5856885437306,-71.7009020245021
Chubut,Patagonia,Cerro Cóndor,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,-43.4233198653988,-69.1640923476749
Chubut,Patagonia,Cholila,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,-42.5105313648355,-71.4351548288659
Chubut,Patagonia,Colan Conhue,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,-43.2425977048335,-69.9302181856069
Chubut,Patagonia,Comodoro Rivadavia,28204,17282,3514,1160,29,0,0,688,19602,12473,248,1739,336,37,0,16749,51184,-45.8729846778063,-67.5430559979427
Chubut,Patagonia,Corcovado,2,0,0,0,0,0,0,3,0,0,1,0,0,5,0,0,6,-43.5380021657326,-71.4659616215841
Chubut,Patagonia,Diadema Argentina,176,7,128,0,0,0,0,0,0,0,0,0,0,0,0,311,311,-45.7906089158021,-67.6738925726169
Chubut,Patagonia,Doctor Ricardo Rojas,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-45.5870084306305,-71.0290968422414
Chubut,Patagonia,Dolavon,1,55,0,0,0,0,0,50,0,0,3,55,50,1,0,0,109,-43.309297578868,-65.7087388385691
Chubut,Patagonia,El Escorial,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-43.098070041959,-68.5596033354947
Chubut,Patagonia,El Hoyo,1194,44,6,0,0,0,0,0,216,0,0,319,0,0,0,709,1244,-42.0679666637038,-71.5206708370904
Chubut,Patagonia,El Maitén,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-42.0542854358373,-71.1673153308386
Chubut,Patagonia,El Mirasol,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-43.2852932712541,-67.7603113819649
Chubut,Patagonia,Epuyén,0,1184,0,0,0,0,0,0,1184,0,0,0,0,0,0,0,1184,-42.2329247123472,-71.3695066579513
Chubut,Patagonia,Esquel,8188,1440,36,0,0,0,0,0,7142,1522,40,0,0,2,0,4527,13233,-42.9133238858291,-71.3185116319277
Chubut,Patagonia,Facundo,41,0,0,0,0,0,0,1,0,0,0,0,0,1,0,41,42,-45.3192710383686,-69.9721127349678
Chubut,Patagonia,Gaiman,136,494,143,100,3,0,0,100,223,0,15,90,658,2,0,0,988,-43.288807480447,-65.4924135000744
Chubut,Patagonia,Gan Gan,12,1,0,0,0,0,0,0,0,0,0,0,1,1,0,11,13,-42.5232330288476,-68.2828542288869
Chubut,Patagonia,Garayalde,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,-44.6795783728661,-66.6097364550235
Chubut,Patagonia,Gastre,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,103,-42.2656204565429,-69.2210978977662
Chubut,Patagonia,Gualjaina,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,-42.7267578946733,-70.5354876126711
Chubut,Patagonia,José De San Martín,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-44.0545030861499,-70.4698423450266
Chubut,Patagonia,Lago Blanco,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-45.9468594190828,-71.2641106643113
Chubut,Patagonia,Lago Puelo,844,158,1,0,0,0,0,95,315,0,0,59,0,0,0,723,1097,-42.0672923130861,-71.5981575625236
Chubut,Patagonia,Lago Rosario,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,-43.2500168518714,-71.3512318442886
Chubut,Patagonia,Lagunita Salada,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,8,-42.7167792838299,-69.1884723935703
Chubut,Patagonia,Las Plumas,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-43.7223979636171,-67.2869956666141
Chubut,Patagonia,Leleque,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,-42.4288626216315,-71.0683951630343
